"utterance","rt","response","object","Answer.time_in_minutes","workerid","slide_number_in_experiment","speaker_cond"
"spoon",4063,"[0.72, 0.8]","spoon_metal_green",5.70176666666667,34,5,"list3"
"bottle",6327,"[0.69, 0.45]","bottle_plastic_green",5.70176666666667,34,6,"list3"
"bottle",6512,"[0.7, 0.85]","bottle_glass_original",5.70176666666667,34,7,"list3"
"spoon",8462,"[0.64, 0.77]","spoon_plastic_blue",5.70176666666667,34,8,"list3"
"pitcher",7327,"[0.71, 0.9]","pitcher_glass_blue",5.70176666666667,34,9,"list3"
"plate",10807,"[0.9, 0.84]","plate_plastic_pink",5.70176666666667,34,10,"list3"
"chair",8624,"[0.71, 0.78]","chair_metal_purple",5.70176666666667,34,11,"list3"
"jacket",17502,"[0.64, 0.81]","jacket_leather_purple",5.70176666666667,34,12,"list3"
"cup",5631,"[0.62, 0.54]","cup_metal_original",5.70176666666667,34,13,"list3"
"plate",9817,"[0.8, 0.66]","plate_paper_blue",5.70176666666667,34,14,"list3"
"bowl",17992,"[0.69, 0.76]","bowl_glass_blue",5.70176666666667,34,15,"list3"
"jacket",18031,"[0.57, 0.71]","jacket_denim_green",5.70176666666667,34,16,"list3"
"pitcher",15136,"[0.54, 0.42]","pitcher_plastic_green",5.70176666666667,34,17,"list3"
"bowl",8887,"[0.72, 0.85]","bowl_metal_original",5.70176666666667,34,18,"list3"
"boot",10960,"[0.59, 0.7]","boot_rubber_original",5.70176666666667,34,19,"list3"
"pitcher",32479,"[0.65, 0.79]","pitcher_metal_original",5.70176666666667,34,20,"list3"
"bag",4328,"[0.72, 0.56]","bag_paper_original",5.70176666666667,34,21,"list3"
"chair",18640,"[0.62, 0.71]","chair_wood_green",5.70176666666667,34,22,"list3"
"boot",11792,"[0.72, 0.82]","boot_leather_green",5.70176666666667,34,23,"list3"
"box",22471,"[0.67, 0.47]","box_wood_blue",5.70176666666667,34,24,"list3"
"chair",7649,"[0.58, 0.74]","chair_plastic_original",5.70176666666667,34,25,"list3"
"cup",2783,"[0.76, 0.6]","cup_plastic_blue",5.70176666666667,34,26,"list3"
"spoon",4423,"[0.72, 0.82]","spoon_wood_original",5.70176666666667,34,27,"list3"
"box",2792,"[0.62, 0.71]","box_cardboard_green",5.70176666666667,34,28,"list3"
"table",7857,"[0.59, 0.43]","table_wood_blue",5.70176666666667,34,29,"list3"
"bot_check",0,"Patricia","Patricia",1.90381666666667,35,1,"list3"
"bowl",5661,"[0.92, 0.8]","bowl_glass_blue",1.90381666666667,35,3,"list3"
"spoon",3959,"[0.59, 0.33]","spoon_plastic_blue",1.90381666666667,35,4,"list3"
"table",4264,"[0.64, 0.36]","table_wood_blue",1.90381666666667,35,5,"list3"
"box",2968,"[0.85, 0.12]","box_wood_blue",1.90381666666667,35,6,"list3"
"bottle",4720,"[0.9, 0.82]","bottle_plastic_green",1.90381666666667,35,7,"list3"
"pitcher",3095,"[0.75, 0.83]","pitcher_glass_blue",1.90381666666667,35,8,"list3"
"box",3799,"[0.77, 0.13]","box_cardboard_green",1.90381666666667,35,9,"list3"
"chair",3113,"[0.79, 0.08]","chair_metal_purple",1.90381666666667,35,10,"list3"
"pitcher",3183,"[0.82, 0.15]","pitcher_plastic_green",1.90381666666667,35,11,"list3"
"boot",3791,"[0.95, 0.96]","boot_rubber_original",1.90381666666667,35,12,"list3"
"cup",3408,"[0.96, 0.94]","cup_plastic_blue",1.90381666666667,35,13,"list3"
"bottle",2768,"[0.96, 0.93]","bottle_glass_original",1.90381666666667,35,14,"list3"
"spoon",4153,"[0.87, 0]","spoon_metal_green",1.90381666666667,35,15,"list3"
"spoon",3033,"[0.94, 0.93]","spoon_wood_original",1.90381666666667,35,16,"list3"
"plate",4182,"[0.74, 0.33]","plate_paper_blue",1.90381666666667,35,17,"list3"
"cup",3066,"[0.94, 0.94]","cup_metal_original",1.90381666666667,35,18,"list3"
"bowl",2390,"[0.96, 0.94]","bowl_metal_original",1.90381666666667,35,19,"list3"
"chair",2811,"[0.94, 0.49]","chair_plastic_original",1.90381666666667,35,20,"list3"
"boot",3150,"[0.84, 0.19]","boot_leather_green",1.90381666666667,35,21,"list3"
"jacket",3393,"[0.84, 0.58]","jacket_denim_green",1.90381666666667,35,22,"list3"
"jacket",3526,"[0.81, 0.39]","jacket_leather_purple",1.90381666666667,35,23,"list3"
"bag",3730,"[0.98, 0.96]","bag_paper_original",1.90381666666667,35,24,"list3"
"chair",3888,"[0.74, 0.11]","chair_wood_green",1.90381666666667,35,25,"list3"
"bag",5583,"[1, 0.64]","bag_plastic_green",1.90381666666667,35,26,"list3"
"table",3616,"[0.9, 0.07]","table_metal_green",1.90381666666667,35,27,"list3"
"plate",3823,"[0.87, 0.49]","plate_plastic_pink",1.90381666666667,35,28,"list3"
"pitcher",2822,"[0.97, 0.95]","pitcher_metal_original",1.90381666666667,35,29,"list3"
"bot_check",0,"Elizabeth","Elizabeth",4.43323333333333,36,1,"list3"
"spoon",16277,"[0.81, 0.12]","spoon_plastic_blue",4.43323333333333,36,3,"list3"
"bag",11144,"[0.22, 0.13]","bag_plastic_green",4.43323333333333,36,4,"list3"
"chair",6808,"[0.88, 0.38]","chair_plastic_original",4.43323333333333,36,5,"list3"
"plate",7023,"[0.96, 0.66]","plate_plastic_pink",4.43323333333333,36,6,"list3"
"box",36448,"[0.99, 0.03]","box_wood_blue",4.43323333333333,36,7,"list3"
"bowl",4871,"[0.99, 0.99]","bowl_metal_original",4.43323333333333,36,8,"list3"
"spoon",4816,"[0.95, 0.18]","spoon_metal_green",4.43323333333333,36,9,"list3"
"bottle",10800,"[0.54, 0.52]","bottle_glass_original",4.43323333333333,36,10,"list3"
"bottle",4935,"[0.89, 0.2]","bottle_plastic_green",4.43323333333333,36,11,"list3"
"boot",5120,"[0.95, 0.04]","boot_leather_green",4.43323333333333,36,12,"list3"
"bowl",4520,"[0.96, 0.56]","bowl_glass_blue",4.43323333333333,36,13,"list3"
"pitcher",4608,"[0.96, 0.52]","pitcher_glass_blue",4.43323333333333,36,14,"list3"
"table",5735,"[0.93, 0.14]","table_wood_blue",4.43323333333333,36,15,"list3"
"jacket",7649,"[0.73, 0.11]","jacket_leather_purple",4.43323333333333,36,16,"list3"
"box",6695,"[0.97, 0.07]","box_cardboard_green",4.43323333333333,36,17,"list3"
"cup",9107,"[1, 1]","cup_metal_original",4.43323333333333,36,18,"list3"
"spoon",4172,"[1, 1]","spoon_wood_original",4.43323333333333,36,19,"list3"
"jacket",6864,"[0.93, 0.52]","jacket_denim_green",4.43323333333333,36,20,"list3"
"table",5663,"[0.8, 0.12]","table_metal_green",4.43323333333333,36,21,"list3"
"boot",4488,"[0.94, 0.9]","boot_rubber_original",4.43323333333333,36,22,"list3"
"bag",3977,"[0.96, 0.95]","bag_paper_original",4.43323333333333,36,23,"list3"
"cup",5159,"[0.94, 0.79]","cup_plastic_blue",4.43323333333333,36,24,"list3"
"pitcher",7383,"[0.71, 0.08]","pitcher_plastic_green",4.43323333333333,36,25,"list3"
"chair",11199,"[0.52, 0.06]","chair_metal_purple",4.43323333333333,36,26,"list3"
"chair",7088,"[0.75, 0.06]","chair_wood_green",4.43323333333333,36,27,"list3"
"pitcher",10944,"[0.43, 0.42]","pitcher_metal_original",4.43323333333333,36,28,"list3"
"plate",6584,"[0.92, 0.21]","plate_paper_blue",4.43323333333333,36,29,"list3"
"bot_check",0,"Jessica","Jessica",2.84413333333333,37,1,"list3"
"plate",7062,"[0.83, 0.31]","plate_plastic_pink",2.84413333333333,37,3,"list3"
"plate",6132,"[0.71, 0.42]","plate_paper_blue",2.84413333333333,37,4,"list3"
"pitcher",4793,"[0.89, 0.88]","pitcher_metal_original",2.84413333333333,37,5,"list3"
"pitcher",4708,"[0.55, 0.29]","pitcher_glass_blue",2.84413333333333,37,6,"list3"
"bowl",3380,"[0.86, 0.9]","bowl_metal_original",2.84413333333333,37,7,"list3"
"chair",5063,"[0.53, 0.22]","chair_metal_purple",2.84413333333333,37,8,"list3"
"bottle",17725,"[0.82, 0.75]","bottle_glass_original",2.84413333333333,37,9,"list3"
"pitcher",4464,"[0.68, 0.36]","pitcher_plastic_green",2.84413333333333,37,10,"list3"
"chair",5864,"[0.65, 0.33]","chair_plastic_original",2.84413333333333,37,11,"list3"
"jacket",5324,"[0.77, 0.16]","jacket_leather_purple",2.84413333333333,37,12,"list3"
"bottle",4671,"[0.69, 0.42]","bottle_plastic_green",2.84413333333333,37,13,"list3"
"table",3325,"[0.77, 0.07]","table_metal_green",2.84413333333333,37,14,"list3"
"bag",4580,"[0.68, 0.04]","bag_plastic_green",2.84413333333333,37,15,"list3"
"spoon",3856,"[0.87, 0.88]","spoon_wood_original",2.84413333333333,37,16,"list3"
"boot",5020,"[0.84, 0.87]","boot_rubber_original",2.84413333333333,37,17,"list3"
"jacket",3808,"[0.83, 0.28]","jacket_denim_green",2.84413333333333,37,18,"list3"
"chair",4104,"[0.64, 0.01]","chair_wood_green",2.84413333333333,37,19,"list3"
"bag",4796,"[0.92, 0.9]","bag_paper_original",2.84413333333333,37,20,"list3"
"cup",4636,"[0.89, 0.67]","cup_plastic_blue",2.84413333333333,37,21,"list3"
"cup",7392,"[0.7, 0.68]","cup_metal_original",2.84413333333333,37,22,"list3"
"boot",3885,"[0.58, 0.05]","boot_leather_green",2.84413333333333,37,23,"list3"
"box",4720,"[0.67, 0.04]","box_cardboard_green",2.84413333333333,37,24,"list3"
"table",5459,"[0.61, 0.1]","table_wood_blue",2.84413333333333,37,25,"list3"
"bowl",5668,"[0.73, 0.34]","bowl_glass_blue",2.84413333333333,37,26,"list3"
"box",4765,"[0.64, 0.23]","box_wood_blue",2.84413333333333,37,27,"list3"
"spoon",5035,"[0.61, 0.08]","spoon_metal_green",2.84413333333333,37,28,"list3"
"spoon",8869,"[0.55, 0.06]","spoon_plastic_blue",2.84413333333333,37,29,"list3"
"bot_check",0,"Jessica","Jessica",2.18606666666667,38,1,"list3"
"pitcher",8740,"[1, 0.57]","pitcher_glass_blue",2.18606666666667,38,3,"list3"
"bag",6370,"[1, 0.35]","bag_plastic_green",2.18606666666667,38,4,"list3"
"cup",2793,"[1, 1]","cup_metal_original",2.18606666666667,38,5,"list3"
"pitcher",6584,"[1, 0.81]","pitcher_metal_original",2.18606666666667,38,6,"list3"
"boot",8684,"[1, 0]","boot_leather_green",2.18606666666667,38,7,"list3"
"boot",3375,"[1, 1]","boot_rubber_original",2.18606666666667,38,8,"list3"
"bag",3037,"[1, 1]","bag_paper_original",2.18606666666667,38,9,"list3"
"pitcher",4754,"[1, 0.54]","pitcher_plastic_green",2.18606666666667,38,10,"list3"
"cup",3203,"[1, 0.8]","cup_plastic_blue",2.18606666666667,38,11,"list3"
"chair",5350,"[1, 0.68]","chair_plastic_original",2.18606666666667,38,12,"list3"
"box",7114,"[1, 0.11]","box_wood_blue",2.18606666666667,38,13,"list3"
"jacket",4290,"[1, 0.84]","jacket_denim_green",2.18606666666667,38,14,"list3"
"bottle",2718,"[1, 0.79]","bottle_plastic_green",2.18606666666667,38,15,"list3"
"jacket",2710,"[1, 0.51]","jacket_leather_purple",2.18606666666667,38,16,"list3"
"spoon",2593,"[1, 0]","spoon_metal_green",2.18606666666667,38,17,"list3"
"spoon",3239,"[1, 1]","spoon_wood_original",2.18606666666667,38,18,"list3"
"chair",2499,"[1, 0]","chair_metal_purple",2.18606666666667,38,19,"list3"
"chair",3507,"[1, 0.14]","chair_wood_green",2.18606666666667,38,20,"list3"
"table",5210,"[1, 0]","table_metal_green",2.18606666666667,38,21,"list3"
"bowl",2652,"[1, 1]","bowl_metal_original",2.18606666666667,38,22,"list3"
"table",3614,"[1, 0.1]","table_wood_blue",2.18606666666667,38,23,"list3"
"plate",4434,"[1, 0.45]","plate_plastic_pink",2.18606666666667,38,24,"list3"
"plate",2430,"[1, 0.52]","plate_paper_blue",2.18606666666667,38,25,"list3"
"box",2687,"[1, 0]","box_cardboard_green",2.18606666666667,38,26,"list3"
"bowl",3534,"[1, 0.74]","bowl_glass_blue",2.18606666666667,38,27,"list3"
"spoon",5178,"[1, 0.38]","spoon_plastic_blue",2.18606666666667,38,28,"list3"
"bottle",3503,"[1, 0.97]","bottle_glass_original",2.18606666666667,38,29,"list3"
"bot_check",0,"Margaret","Margaret",1.61245,39,1,"list3"
"table",2741,"[0.64, 0.4]","table_wood_blue",1.61245,39,3,"list3"
"box",1545,"[0.58, 0.41]","box_cardboard_green",1.61245,39,4,"list3"
"boot",1795,"[0.46, 0.32]","boot_leather_green",1.61245,39,5,"list3"
"jacket",1829,"[0.55, 0.12]","jacket_leather_purple",1.61245,39,6,"list3"
"pitcher",1804,"[0.66, 0.81]","pitcher_metal_original",1.61245,39,7,"list3"
"bowl",3102,"[0.65, 0.75]","bowl_metal_original",1.61245,39,8,"list3"
"bag",1773,"[0.67, 0.68]","bag_paper_original",1.61245,39,9,"list3"
"plate",2152,"[0.5, 0.21]","plate_paper_blue",1.61245,39,10,"list3"
"box",3063,"[0.66, 0.27]","box_wood_blue",1.61245,39,11,"list3"
"jacket",8605,"[0.75, 0.42]","jacket_denim_green",1.61245,39,12,"list3"
"chair",2678,"[0.7, 0.32]","chair_metal_purple",1.61245,39,13,"list3"
"bottle",2125,"[0.83, 0.36]","bottle_glass_original",1.61245,39,14,"list3"
"bottle",2204,"[0.79, 0.29]","bottle_plastic_green",1.61245,39,15,"list3"
"plate",3684,"[0.63, 0.25]","plate_plastic_pink",1.61245,39,16,"list3"
"boot",6514,"[0.74, 0.27]","boot_rubber_original",1.61245,39,17,"list3"
"chair",2287,"[0.71, 0.25]","chair_plastic_original",1.61245,39,18,"list3"
"pitcher",1970,"[0.67, 0.27]","pitcher_plastic_green",1.61245,39,19,"list3"
"spoon",2235,"[0.68, 0.19]","spoon_wood_original",1.61245,39,20,"list3"
"bowl",1356,"[0.69, 0.28]","bowl_glass_blue",1.61245,39,21,"list3"
"cup",1799,"[0.66, 0.23]","cup_metal_original",1.61245,39,22,"list3"
"spoon",2535,"[0.62, 0.27]","spoon_plastic_blue",1.61245,39,23,"list3"
"bag",2765,"[0.63, 0.25]","bag_plastic_green",1.61245,39,24,"list3"
"chair",1760,"[0.62, 0.24]","chair_wood_green",1.61245,39,25,"list3"
"table",2295,"[0.62, 0.29]","table_metal_green",1.61245,39,26,"list3"
"spoon",10557,"[0.64, 0.28]","spoon_metal_green",1.61245,39,27,"list3"
"pitcher",3289,"[0.7, 0.21]","pitcher_glass_blue",1.61245,39,28,"list3"
"cup",1825,"[0.67, 0.27]","cup_plastic_blue",1.61245,39,29,"list3"
"bot_check",0,"Sarah","Sarah",6.963,40,1,"list3"
"box",6967,"[0.94, 0.07]","box_wood_blue",6.963,40,3,"list3"
"chair",3560,"[0.93, 0.04]","chair_wood_green",6.963,40,4,"list3"
"chair",3866,"[0.9, 0.73]","chair_plastic_original",6.963,40,5,"list3"
"bowl",2993,"[0.9, 0.9]","bowl_metal_original",6.963,40,6,"list3"
"cup",3062,"[0.89, 0.49]","cup_metal_original",6.963,40,7,"list3"
"table",11643,"[0.79, 0.29]","table_metal_green",6.963,40,8,"list3"
"cup",4169,"[0.91, 0.91]","cup_plastic_blue",6.963,40,9,"list3"
"bag",3528,"[0.92, 0.92]","bag_paper_original",6.963,40,10,"list3"
"bag",4776,"[0.91, 0.16]","bag_plastic_green",6.963,40,11,"list3"
"spoon",2951,"[0.89, 0.87]","spoon_wood_original",6.963,40,12,"list3"
"jacket",3937,"[0.55, 0.18]","jacket_denim_green",6.963,40,13,"list3"
"boot",9952,"[0.51, 0.08]","boot_leather_green",6.963,40,14,"list3"
"bowl",4016,"[0.71, 0.85]","bowl_glass_blue",6.963,40,15,"list3"
"plate",5259,"[0.67, 0.15]","plate_paper_blue",6.963,40,16,"list3"
"jacket",5024,"[0.38, 0.17]","jacket_leather_purple",6.963,40,17,"list3"
"pitcher",30170,"[0.79, 0.33]","pitcher_glass_blue",6.963,40,18,"list3"
"spoon",4433,"[0.8, 0.17]","spoon_plastic_blue",6.963,40,19,"list3"
"box",242426,"[0.48, 0.15]","box_cardboard_green",6.963,40,20,"list3"
"plate",5466,"[0.87, 0.14]","plate_plastic_pink",6.963,40,21,"list3"
"spoon",9288,"[0.23, 0.22]","spoon_metal_green",6.963,40,22,"list3"
"table",4159,"[0.81, 0.13]","table_wood_blue",6.963,40,23,"list3"
"boot",3514,"[0.85, 0.87]","boot_rubber_original",6.963,40,24,"list3"
"pitcher",5825,"[0.83, 0.46]","pitcher_plastic_green",6.963,40,25,"list3"
"bottle",3241,"[0.87, 0.86]","bottle_glass_original",6.963,40,26,"list3"
"chair",4233,"[0.6, 0.12]","chair_metal_purple",6.963,40,27,"list3"
"bottle",3639,"[0.79, 0.59]","bottle_plastic_green",6.963,40,28,"list3"
"pitcher",2561,"[0.87, 0.87]","pitcher_metal_original",6.963,40,29,"list3"
"bot_check",0,"Linda","Linda",3.09781666666667,41,1,"list3"
"pitcher",6599,"[0.55, 0.39]","pitcher_metal_original",3.09781666666667,41,3,"list3"
"pitcher",3039,"[0.63, 0.74]","pitcher_plastic_green",3.09781666666667,41,4,"list3"
"boot",3865,"[0.4, 0.52]","boot_leather_green",3.09781666666667,41,5,"list3"
"boot",3104,"[0.74, 0.5]","boot_rubber_original",3.09781666666667,41,6,"list3"
"chair",3889,"[0.33, 0.69]","chair_wood_green",3.09781666666667,41,7,"list3"
"jacket",9590,"[0.4, 0.7]","jacket_leather_purple",3.09781666666667,41,8,"list3"
"plate",5584,"[0.39, 0.58]","plate_paper_blue",3.09781666666667,41,9,"list3"
"cup",3848,"[0.7, 0.49]","cup_plastic_blue",3.09781666666667,41,10,"list3"
"spoon",2679,"[0.61, 0.43]","spoon_wood_original",3.09781666666667,41,11,"list3"
"bowl",2697,"[0.38, 0.7]","bowl_glass_blue",3.09781666666667,41,12,"list3"
"bag",2479,"[0.55, 0.51]","bag_plastic_green",3.09781666666667,41,13,"list3"
"bottle",4392,"[0.35, 0.76]","bottle_glass_original",3.09781666666667,41,14,"list3"
"table",2992,"[0.57, 0.43]","table_wood_blue",3.09781666666667,41,15,"list3"
"box",2975,"[0.41, 0.73]","box_wood_blue",3.09781666666667,41,16,"list3"
"spoon",6720,"[0.36, 0.73]","spoon_metal_green",3.09781666666667,41,17,"list3"
"table",4120,"[0.3, 0.59]","table_metal_green",3.09781666666667,41,18,"list3"
"cup",2808,"[0.64, 0.33]","cup_metal_original",3.09781666666667,41,19,"list3"
"jacket",3024,"[0.44, 0.64]","jacket_denim_green",3.09781666666667,41,20,"list3"
"pitcher",2311,"[0.64, 0.36]","pitcher_glass_blue",3.09781666666667,41,21,"list3"
"bowl",2379,"[0.57, 0.44]","bowl_metal_original",3.09781666666667,41,22,"list3"
"box",8636,"[0.63, 0.38]","box_cardboard_green",3.09781666666667,41,23,"list3"
"spoon",2337,"[0.42, 0.73]","spoon_plastic_blue",3.09781666666667,41,24,"list3"
"chair",2255,"[0.6, 0.56]","chair_plastic_original",3.09781666666667,41,25,"list3"
"bottle",2294,"[0.35, 0.61]","bottle_plastic_green",3.09781666666667,41,26,"list3"
"bag",2545,"[0.52, 0.28]","bag_paper_original",3.09781666666667,41,27,"list3"
"plate",2968,"[0.38, 0.75]","plate_plastic_pink",3.09781666666667,41,28,"list3"
"chair",2272,"[0.61, 0.39]","chair_metal_purple",3.09781666666667,41,29,"list3"
"bot_check",0,"linda","Linda",10.8593666666667,42,1,"list3"
"pitcher",26814,"[0.73, 0.51]","pitcher_plastic_green",10.8593666666667,42,3,"list3"
"table",16905,"[0.73, 0.61]","table_metal_green",10.8593666666667,42,4,"list3"
"plate",5201,"[0.47, 0.81]","plate_paper_blue",10.8593666666667,42,5,"list3"
"bowl",6104,"[0.5, 0.65]","bowl_metal_original",10.8593666666667,42,6,"list3"
"spoon",9012,"[0.3, 0.87]","spoon_metal_green",10.8593666666667,42,7,"list3"
"chair",379472,"[0.6, 0.85]","chair_metal_purple",10.8593666666667,42,8,"list3"
"bottle",13704,"[0.05, 0.19]","bottle_plastic_green",10.8593666666667,42,9,"list3"
"boot",8216,"[0.25, 0.93]","boot_leather_green",10.8593666666667,42,10,"list3"
"pitcher",5139,"[0.32, 0.71]","pitcher_glass_blue",10.8593666666667,42,11,"list3"
"cup",5068,"[0.23, 0.66]","cup_metal_original",10.8593666666667,42,12,"list3"
"pitcher",4697,"[0.19, 0.59]","pitcher_metal_original",10.8593666666667,42,13,"list3"
"spoon",3758,"[0.17, 0.46]","spoon_wood_original",10.8593666666667,42,14,"list3"
"jacket",4016,"[0.21, 0.74]","jacket_denim_green",10.8593666666667,42,15,"list3"
"bowl",5201,"[0.25, 0.77]","bowl_glass_blue",10.8593666666667,42,16,"list3"
"boot",5424,"[0.32, 0.89]","boot_rubber_original",10.8593666666667,42,17,"list3"
"chair",4800,"[0.26, 0.84]","chair_wood_green",10.8593666666667,42,18,"list3"
"jacket",4308,"[0.38, 0.82]","jacket_leather_purple",10.8593666666667,42,19,"list3"
"bottle",4720,"[0.32, 0.89]","bottle_glass_original",10.8593666666667,42,20,"list3"
"cup",5481,"[0.44, 0.55]","cup_plastic_blue",10.8593666666667,42,21,"list3"
"bag",7728,"[0.14, 0.16]","bag_plastic_green",10.8593666666667,42,22,"list3"
"box",4823,"[0.14, 0.15]","box_cardboard_green",10.8593666666667,42,23,"list3"
"bag",3332,"[0.13, 0.12]","bag_paper_original",10.8593666666667,42,24,"list3"
"table",4157,"[0.25, 0.51]","table_wood_blue",10.8593666666667,42,25,"list3"
"spoon",4270,"[0.17, 0.9]","spoon_plastic_blue",10.8593666666667,42,26,"list3"
"plate",3906,"[0.25, 0.7]","plate_plastic_pink",10.8593666666667,42,27,"list3"
"chair",7182,"[0.21, 0.09]","chair_plastic_original",10.8593666666667,42,28,"list3"
"box",6599,"[0.39, 0.71]","box_wood_blue",10.8593666666667,42,29,"list3"
"bot_check",0,"Sarah","Sarah",2.62508333333333,43,1,"list3"
"bowl",8350,"[0.83, 0.75]","bowl_metal_original",2.62508333333333,43,3,"list3"
"bottle",5184,"[0.85, 0.53]","bottle_plastic_green",2.62508333333333,43,4,"list3"
"chair",4592,"[0.81, 0.25]","chair_wood_green",2.62508333333333,43,5,"list3"
"chair",2669,"[0.88, 0.87]","chair_plastic_original",2.62508333333333,43,6,"list3"
"jacket",3068,"[0.77, 0.54]","jacket_denim_green",2.62508333333333,43,7,"list3"
"bag",3610,"[0.94, 0.97]","bag_paper_original",2.62508333333333,43,8,"list3"
"jacket",4860,"[0.73, 0.31]","jacket_leather_purple",2.62508333333333,43,9,"list3"
"bottle",7105,"[0.67, 0.91]","bottle_glass_original",2.62508333333333,43,10,"list3"
"bowl",5247,"[0.73, 0.41]","bowl_glass_blue",2.62508333333333,43,11,"list3"
"spoon",5010,"[0.74, 0]","spoon_metal_green",2.62508333333333,43,12,"list3"
"boot",3870,"[0.76, 0.01]","boot_leather_green",2.62508333333333,43,13,"list3"
"chair",4296,"[0.58, 0.19]","chair_metal_purple",2.62508333333333,43,14,"list3"
"table",3617,"[0.83, 0]","table_wood_blue",2.62508333333333,43,15,"list3"
"bag",3080,"[0.85, 0.65]","bag_plastic_green",2.62508333333333,43,16,"list3"
"plate",6496,"[0.91, 0.02]","plate_paper_blue",2.62508333333333,43,17,"list3"
"cup",2854,"[0.87, 0.9]","cup_plastic_blue",2.62508333333333,43,18,"list3"
"plate",2808,"[0.88, 0.04]","plate_plastic_pink",2.62508333333333,43,19,"list3"
"pitcher",2529,"[0.78, 0.36]","pitcher_glass_blue",2.62508333333333,43,20,"list3"
"pitcher",2735,"[0.78, 0.75]","pitcher_metal_original",2.62508333333333,43,21,"list3"
"spoon",3068,"[0.79, 0.21]","spoon_plastic_blue",2.62508333333333,43,22,"list3"
"spoon",3670,"[1, 0.99]","spoon_wood_original",2.62508333333333,43,23,"list3"
"pitcher",2973,"[0.79, 0.43]","pitcher_plastic_green",2.62508333333333,43,24,"list3"
"box",2681,"[0.84, 0.32]","box_wood_blue",2.62508333333333,43,25,"list3"
"box",3840,"[0.82, 0.14]","box_cardboard_green",2.62508333333333,43,26,"list3"
"cup",2975,"[0.83, 0.88]","cup_metal_original",2.62508333333333,43,27,"list3"
"table",2903,"[0.88, 0.02]","table_metal_green",2.62508333333333,43,28,"list3"
"boot",3160,"[0.98, 0.98]","boot_rubber_original",2.62508333333333,43,29,"list3"
"bot_check",0,"Sarah","Sarah",4.19921666666667,44,1,"list3"
"spoon",14003,"[0.58, 0.29]","spoon_metal_green",4.19921666666667,44,3,"list3"
"plate",8220,"[0.62, 0.72]","plate_paper_blue",4.19921666666667,44,4,"list3"
"cup",5211,"[0.92, 0.66]","cup_plastic_blue",4.19921666666667,44,5,"list3"
"jacket",5139,"[0.84, 0.29]","jacket_leather_purple",4.19921666666667,44,6,"list3"
"box",14363,"[0.79, 0.24]","box_wood_blue",4.19921666666667,44,7,"list3"
"chair",15360,"[0.62, 0.37]","chair_wood_green",4.19921666666667,44,8,"list3"
"pitcher",3462,"[0.69, 0.6]","pitcher_plastic_green",4.19921666666667,44,9,"list3"
"bottle",4953,"[0.89, 0.88]","bottle_glass_original",4.19921666666667,44,10,"list3"
"chair",9989,"[0.24, 0.25]","chair_metal_purple",4.19921666666667,44,11,"list3"
"bag",8762,"[0.75, 0.2]","bag_plastic_green",4.19921666666667,44,12,"list3"
"pitcher",5032,"[0.68, 0.57]","pitcher_glass_blue",4.19921666666667,44,13,"list3"
"chair",7213,"[0.76, 0.66]","chair_plastic_original",4.19921666666667,44,14,"list3"
"bowl",3189,"[0.69, 0.64]","bowl_glass_blue",4.19921666666667,44,15,"list3"
"cup",15160,"[0.33, 0.51]","cup_metal_original",4.19921666666667,44,16,"list3"
"spoon",4825,"[0.9, 0.91]","spoon_wood_original",4.19921666666667,44,17,"list3"
"pitcher",6264,"[0.25, 0.25]","pitcher_metal_original",4.19921666666667,44,18,"list3"
"bottle",5328,"[0.78, 0.83]","bottle_plastic_green",4.19921666666667,44,19,"list3"
"plate",19809,"[0.69, 0.72]","plate_plastic_pink",4.19921666666667,44,20,"list3"
"table",7472,"[0.79, 0.22]","table_metal_green",4.19921666666667,44,21,"list3"
"bag",4013,"[0.89, 0.91]","bag_paper_original",4.19921666666667,44,22,"list3"
"table",4803,"[0.65, 0.28]","table_wood_blue",4.19921666666667,44,23,"list3"
"jacket",11191,"[0.79, 0.25]","jacket_denim_green",4.19921666666667,44,24,"list3"
"box",5692,"[0.76, 0.34]","box_cardboard_green",4.19921666666667,44,25,"list3"
"bowl",4175,"[0.76, 0.87]","bowl_metal_original",4.19921666666667,44,26,"list3"
"spoon",3768,"[0.7, 0.34]","spoon_plastic_blue",4.19921666666667,44,27,"list3"
"boot",5273,"[0.76, 0.25]","boot_leather_green",4.19921666666667,44,28,"list3"
"boot",23577,"[0.8, 0.92]","boot_rubber_original",4.19921666666667,44,29,"list3"
